transaction_id;date;customer_id;product_id;quantity;campaign_id
124;16/4/23;C1021;P102;1;MC1001
125;3/5/23;C1003;P120;5;MC1005
126;14/10/23;C1028;P120;9;MC1001
127;30/11/23;C1007;P113;2;MC1005
128;20/2/23;C1018;P117;9;MC1003
129;24/2/23;C1019;P120;5;MC1003
130;22/8/23;C1010;P120;8;MC1001
131;18/11/23;C1008;P115;8;MC1003
132;8/5/23;C1045;P111;2;MC1004
133;26/2/23;C1047;P106;2;MC1003
134;15/1/23;C1048;P118;4;MC1004
135;6/4/23;C1032;P115;9;MC1004
136;25/12/23;C1033;P103;4;MC1005
137;30/8/23;C1014;P116;5;MC1003
138;27/9/23;C1001;P109;5;MC1001
139;2/5/23;C1015;P112;9;MC1005
140;17/6/23;C1022;P118;4;MC1001
141;15/4/23;C1043;P117;2;MC1005
142;29/8/23;C1047;P115;3;MC1004
143;19/5/23;C1024;P101;5;MC1005
144;25/5/23;C1026;P117;7;MC1003
145;7/8/23;C1047;P110;7;MC1004
146;20/12/23;C1034;P111;2;MC1001
147;10/7/23;C1011;P105;8;MC1005
148;11/5/23;C1032;P109;4;MC1002
149;15/3/23;C1017;P112;2;MC1002
150;16/10/23;C1013;P101;10;MC1005
151;31/8/23;C1040;P111;4;MC1002
152;1/7/23;C1022;P119;9;MC1001
153;11/4/23;C1010;P120;2;MC1005
154;14/9/23;C1001;P119;7;MC1002
155;26/1/23;C1029;P109;2;MC1004
156;18/4/23;C1046;P117;9;MC1001
157;30/11/23;C1019;P106;2;MC1005
158;3/1/23;C1014;P114;7;MC1001
159;12/4/23;C1032;P117;4;MC1004
160;13/5/23;C1045;P104;7;MC1001
161;27/4/23;C1029;P115;1;MC1002
162;26/6/23;C1001;P112;3;MC1003
163;1/8/23;C1001;P112;9;MC1004
164;6/12/23;C1029;P104;3;MC1002
165;28/11/23;C1038;P114;4;MC1001
166;11/9/23;C1014;P116;3;MC1004
167;28/1/23;C1036;P102;1;MC1005
168;13/7/23;C1036;P108;1;MC1002
169;4/12/23;C1050;P117;3;MC1005
170;16/3/23;C1026;P110;4;MC1002
171;7/12/23;C1031;P115;7;MC1005
172;27/11/23;C1020;P110;9;MC1002
173;1/2/23;C1046;P116;3;MC1001
174;17/10/23;C1025;P115;6;MC1003
175;5/5/23;C1049;P110;5;MC1005
176;19/9/23;C1013;P114;4;MC1003
177;12/6/23;C1049;P107;9;MC1003
178;13/1/23;C1032;P108;3;MC1003
179;7/8/23;C1024;P118;8;MC1005
180;4/8/23;C1041;P104;9;MC1001
181;19/1/23;C1004;P105;7;MC1002
182;14/12/23;C1036;P115;8;MC1001
183;6/7/23;C1045;P108;4;MC1004
184;3/8/23;C1032;P110;1;MC1002
185;1/7/23;C1003;P119;2;MC1003
186;10/8/23;C1035;P114;2;MC1003
187;29/6/23;C1047;P109;3;MC1004
188;27/3/23;C1049;P116;4;MC1004
189;26/4/23;C1012;P101;5;MC1001
190;21/1/23;C1047;P114;10;MC1004
191;21/4/23;C1002;P103;1;MC1002
192;4/11/23;C1035;P114;3;MC1001
193;6/6/23;C1001;P110;6;MC1002
194;16/6/23;C1045;P119;10;MC1001
195;31/7/23;C1040;P101;5;MC1002
196;11/7/23;C1005;P105;6;MC1004
197;5/5/23;C1049;P119;10;MC1005
198;21/2/23;C1019;P101;8;MC1003
199;5/11/23;C1028;P110;10;MC1002
200;25/11/23;C1049;P110;4;MC1003
201;5/6/23;C1032;P113;1;MC1004
202;26/2/23;C1004;P105;1;MC1003
203;21/1/23;C1027;P117;1;MC1004
204;9/7/23;C1048;P117;10;MC1005
205;15/3/23;C1016;P106;7;MC1002
206;9/7/23;C1009;P107;8;MC1002
207;1/6/23;C1049;P108;4;MC1003
208;18/4/23;C1050;P110;7;MC1004
209;10/11/23;C1036;P112;9;MC1001
210;28/9/23;C1024;P118;2;MC1003
211;16/8/23;C1004;P112;3;MC1001
212;17/4/23;C1005;P113;8;MC1001
213;27/1/23;C1034;P117;8;MC1002
214;16/8/23;C1012;P118;4;MC1001
215;2/11/23;C1029;P109;7;MC1004
216;17/6/23;C1044;P119;3;MC1001
217;19/8/23;C1030;P116;2;MC1001
218;10/12/23;C1038;P106;2;MC1002
219;11/11/23;C1001;P110;8;MC1005
220;17/5/23;C1039;P108;6;MC1002
221;11/6/23;C1034;P115;9;MC1005
222;9/7/23;C1028;P114;8;MC1002
223;6/3/23;C1049;P101;7;MC1004
224;15/7/23;C1016;P110;5;MC1003
225;4/8/23;C1009;P116;6;MC1001
226;18/10/23;C1047;P105;5;MC1005
227;9/6/23;C1030;P111;2;MC1001
228;24/10/23;C1014;P116;4;MC1005
229;11/11/23;C1043;P101;8;MC1003
230;25/1/23;C1032;P115;5;MC1002
231;13/9/23;C1044;P108;6;MC1001
232;10/11/23;C1047;P103;4;MC1004
233;14/9/23;C1012;P113;10;MC1001
234;10/12/23;C1050;P116;6;MC1004
235;14/1/23;C1035;P113;9;MC1004
236;26/5/23;C1031;P116;4;MC1004
237;31/12/23;C1001;P112;2;MC1001
238;7/4/23;C1030;P120;2;MC1005
239;1/2/23;C1008;P107;7;MC1005
240;30/3/23;C1046;P101;4;MC1001
241;17/1/23;C1050;P117;4;MC1001
242;3/1/23;C1026;P103;3;MC1001
243;21/3/23;C1046;P117;2;MC1004
244;8/4/23;C1036;P107;5;MC1005
245;10/2/23;C1037;P119;9;MC1002
246;23/12/23;C1044;P116;6;MC1001
247;4/4/23;C1006;P115;1;MC1004
248;15/6/23;C1037;P104;6;MC1003
249;17/12/23;C1027;P115;7;MC1002
250;20/1/23;C1049;P117;4;MC1001
251;7/9/23;C1018;P107;1;MC1005
252;24/9/23;C1042;P113;4;MC1004
253;17/5/23;C1008;P119;7;MC1002
254;21/8/23;C1027;P114;3;MC1004
255;6/11/23;C1012;P114;7;MC1001
256;5/10/23;C1048;P112;1;MC1003
257;26/12/23;C1001;P106;10;MC1003
258;1/1/24;C1034;P109;2;MC1005
259;4/2/23;C1008;P107;3;MC1001
260;15/9/23;C1044;P110;3;MC1003
261;29/7/23;C1029;P111;1;MC1003
262;26/6/23;C1023;P119;2;MC1003
263;2/11/23;C1011;P108;3;MC1004
264;11/8/23;C1027;P111;6;MC1003
265;17/5/23;C1023;P116;9;MC1001
266;29/6/23;C1001;P108;7;MC1001
267;17/3/23;C1010;P110;5;MC1003
268;26/4/23;C1013;P110;10;MC1001
269;6/3/23;C1031;P113;9;MC1003
270;8/9/23;C1026;P120;8;MC1002
271;8/11/23;C1035;P120;4;MC1005
272;25/4/23;C1032;P110;8;MC1005
273;13/3/23;C1014;P106;2;MC1001
274;30/10/23;C1002;P113;8;MC1005
275;10/8/23;C1019;P119;9;MC1004
276;24/8/23;C1003;P119;1;MC1005
277;12/11/23;C1026;P114;9;MC1004
278;13/5/23;C1030;P103;2;MC1002
279;12/7/23;C1016;P116;4;MC1005
280;12/3/23;C1036;P103;1;MC1003
281;31/1/23;C1044;P115;8;MC1005
282;13/4/23;C1013;P101;2;MC1005
283;10/4/23;C1029;P101;9;MC1005
284;19/12/23;C1025;P105;7;MC1002
285;18/7/23;C1029;P119;7;MC1003
286;14/3/23;C1011;P119;2;MC1003
287;9/12/23;C1049;P110;4;MC1002
288;22/9/23;C1040;P113;8;MC1005
289;3/5/23;C1028;P105;7;MC1002
290;3/9/23;C1043;P101;3;MC1002
291;25/7/23;C1041;P107;3;MC1001
292;27/8/23;C1008;P106;2;MC1004
293;15/1/23;C1045;P116;9;MC1005
294;2/6/23;C1035;P120;5;MC1001
295;1/2/23;C1049;P106;1;MC1001
296;3/5/23;C1034;P120;5;MC1001
297;29/8/23;C1019;P119;8;MC1001
298;31/1/23;C1010;P110;5;MC1003
299;5/3/23;C1004;P118;2;MC1005
300;9/12/23;C1033;P104;5;MC1004
301;7/5/23;C1003;P114;8;MC1003
302;28/6/23;C1012;P117;10;MC1004
303;12/2/23;C1009;P107;1;MC1001
304;14/10/23;C1024;P103;5;MC1005
305;13/9/23;C1008;P120;2;MC1003
306;23/7/23;C1014;P114;5;MC1003
307;24/8/23;C1031;P120;9;MC1002
308;2/11/23;C1021;P114;8;MC1005
309;28/5/23;C1008;P108;7;MC1003
310;18/5/23;C1048;P106;3;MC1005
311;2/8/23;C1010;P117;6;MC1004
312;15/4/23;C1002;P103;5;MC1001
313;5/11/23;C1005;P104;5;MC1005
314;24/11/23;C1027;P104;10;MC1002
315;8/8/23;C1031;P119;10;MC1002
316;7/2/23;C1013;P105;7;MC1002
317;12/7/23;C1010;P111;9;MC1002
318;7/1/23;C1044;P119;9;MC1004
319;4/11/23;C1041;P109;3;MC1001
320;7/8/23;C1050;P115;9;MC1003
321;17/7/23;C1030;P110;9;MC1001
322;12/12/23;C1025;P119;3;MC1003
323;26/11/23;C1034;P110;8;MC1003
324;23/6/23;C1041;P111;2;MC1001
325;8/9/23;C1047;P107;3;MC1005
326;22/1/23;C1008;P115;3;MC1003
327;29/6/23;C1014;P109;4;MC1003
328;30/8/23;C1004;P107;8;MC1002
329;16/6/23;C1035;P111;10;MC1002
330;24/11/23;C1037;P103;9;MC1003
331;18/5/23;C1008;P107;10;MC1004
332;9/9/23;C1013;P101;8;MC1001
333;5/12/23;C1035;P101;6;MC1002
334;20/7/23;C1032;P105;3;MC1002
335;27/6/23;C1022;P107;3;MC1003
336;14/4/23;C1014;P110;5;MC1003
337;4/9/23;C1006;P108;4;MC1001
338;2/2/23;C1045;P119;9;MC1001
339;17/2/23;C1033;P110;2;MC1004
340;14/10/23;C1014;P113;1;MC1002
341;20/9/23;C1032;P114;7;MC1004
342;21/3/23;C1007;P108;10;MC1004
343;14/11/23;C1035;P107;7;MC1003
344;1/1/23;C1033;P119;7;MC1002
345;16/2/23;C1028;P112;10;MC1005
346;12/10/23;C1036;P119;1;MC1002
347;27/12/23;C1043;P114;1;MC1004
348;28/2/23;C1021;P106;3;MC1003
349;17/1/23;C1017;P118;2;MC1001
350;5/9/23;C1045;P112;4;MC1002
351;3/7/23;C1017;P107;8;MC1004
352;17/8/23;C1042;P112;9;MC1003
353;9/10/23;C1009;P104;5;MC1002
354;12/6/23;C1022;P117;1;MC1005
355;19/10/23;C1002;P117;2;MC1002
356;19/2/23;C1047;P107;1;MC1004
357;24/12/23;C1041;P116;6;MC1005
358;1/4/23;C1032;P119;6;MC1005
359;31/1/23;C1025;P107;6;MC1002
360;3/9/23;C1025;P112;8;MC1002
361;3/12/23;C1027;P104;7;MC1005
362;11/12/23;C1036;P112;3;MC1002
363;8/4/23;C1026;P114;4;MC1002
364;26/8/23;C1014;P119;3;MC1002
365;24/9/23;C1008;P117;3;MC1005
366;13/7/23;C1005;P117;4;MC1001
367;18/10/23;C1016;P105;5;MC1004
368;3/3/23;C1035;P117;10;MC1004
369;5/9/23;C1038;P115;4;MC1005
370;21/8/23;C1037;P104;6;MC1003
371;4/9/23;C1049;P117;10;MC1001
372;27/6/23;C1036;P101;9;MC1004
373;7/6/23;C1043;P105;1;MC1005
374;17/10/23;C1044;P112;7;MC1005
375;27/10/23;C1005;P109;5;MC1002
376;28/3/23;C1042;P104;5;MC1005
377;25/9/23;C1001;P102;8;MC1003
378;14/1/23;C1049;P109;8;MC1005
379;6/2/23;C1015;P116;8;MC1004
380;26/8/23;C1010;P119;7;MC1003
381;28/7/23;C1048;P105;5;MC1001
382;16/2/23;C1038;P102;8;MC1001
383;11/7/23;C1001;P118;3;MC1003
384;24/5/23;C1039;P116;4;MC1005
385;28/3/23;C1036;P101;9;MC1004
386;13/2/23;C1010;P104;8;MC1002
387;3/3/23;C1019;P120;6;MC1001
388;6/3/23;C1019;P111;1;MC1005
389;30/3/23;C1031;P118;3;MC1004
390;3/6/23;C1027;P117;9;MC1003
391;14/7/23;C1016;P111;8;MC1003
392;5/5/23;C1049;P113;2;MC1004
393;28/4/23;C1005;P105;5;MC1004
394;14/10/23;C1047;P110;1;MC1005
395;29/5/23;C1009;P120;5;MC1001
396;17/2/23;C1019;P103;10;MC1001
397;6/4/23;C1048;P116;1;MC1005
398;16/10/23;C1022;P119;4;MC1005
399;17/3/23;C1045;P118;7;MC1004
400;30/5/23;C1030;P106;4;MC1002
401;26/8/23;C1048;P118;5;MC1002
402;9/6/23;C1010;P110;10;MC1001
403;18/5/23;C1045;P109;10;MC1002
404;3/10/23;C1048;P104;3;MC1004
405;15/3/23;C1005;P110;4;MC1002
406;30/4/23;C1036;P117;9;MC1004
407;21/7/23;C1044;P107;1;MC1004
408;30/3/23;C1007;P103;2;MC1005
409;18/1/23;C1033;P111;6;MC1003
410;30/1/23;C1048;P113;7;MC1001
411;3/5/23;C1042;P118;2;MC1004
412;12/1/23;C1009;P109;8;MC1003
413;5/7/23;C1039;P101;6;MC1003
414;28/2/23;C1043;P112;8;MC1001
415;9/12/23;C1025;P104;6;MC1003
416;8/6/23;C1026;P114;5;MC1002
417;20/1/23;C1044;P117;1;MC1005
418;7/6/23;C1043;P114;1;MC1001
419;16/4/23;C1017;P114;10;MC1003
420;16/7/23;C1045;P103;8;MC1003
421;17/12/23;C1023;P107;10;MC1004
422;7/6/23;C1017;P107;10;MC1001
423;30/4/23;C1038;P115;1;MC1001
424;16/7/23;C1023;P118;10;MC1004
425;15/4/23;C1013;P114;5;MC1005
426;27/1/23;C1020;P101;5;MC1001
427;13/6/23;C1014;P110;6;MC1002
428;21/7/23;C1027;P108;3;MC1001
429;7/7/23;C1037;P116;8;MC1001
430;21/6/23;C1037;P118;8;MC1005
431;7/11/23;C1025;P113;5;MC1004
432;25/6/23;C1028;P108;9;MC1001
433;16/4/23;C1020;P111;10;MC1003
434;6/3/23;C1043;P113;4;MC1002
435;3/4/23;C1002;P108;9;MC1003
436;4/1/23;C1036;P118;4;MC1004
437;3/4/23;C1035;P118;3;MC1003
438;8/10/23;C1048;P120;8;MC1005
439;23/4/23;C1036;P114;10;MC1004
440;11/10/23;C1030;P113;7;MC1005
441;31/3/23;C1015;P118;3;MC1001
442;1/1/23;C1031;P108;8;MC1003
443;1/12/23;C1012;P120;6;MC1004
444;15/3/23;C1045;P110;2;MC1004
445;1/1/24;C1011;P117;9;MC1001
446;19/4/23;C1047;P114;9;MC1003
447;5/8/23;C1019;P115;10;MC1004
448;2/2/23;C1046;P113;8;MC1003
449;5/4/23;C1044;P101;2;MC1001
450;28/3/23;C1018;P115;3;MC1001
451;12/3/23;C1019;P107;7;MC1001
452;19/1/23;C1039;P104;5;MC1001
453;13/9/23;C1024;P111;6;MC1004
454;19/3/23;C1004;P102;10;MC1003
455;26/6/23;C1029;P111;3;MC1003
456;31/10/23;C1018;P105;10;MC1004
457;9/3/23;C1012;P116;3;MC1002
458;27/2/23;C1021;P107;9;MC1003
459;19/5/23;C1014;P117;4;MC1003
460;14/6/23;C1023;P112;2;MC1005
461;20/2/23;C1033;P111;9;MC1005
462;29/3/23;C1043;P101;4;MC1004
463;16/7/23;C1004;P107;3;MC1005
464;28/3/23;C1022;P106;2;MC1004
465;4/5/23;C1003;P107;1;MC1002
466;30/8/23;C1013;P118;10;MC1001
467;2/5/23;C1015;P101;9;MC1002
468;29/10/23;C1010;P118;6;MC1001
469;24/11/23;C1008;P106;4;MC1002
470;24/7/23;C1045;P109;1;MC1005
471;30/5/23;C1040;P115;6;MC1003
472;16/7/23;C1015;P113;3;MC1004
473;7/2/23;C1038;P114;7;MC1004
474;14/2/23;C1008;P106;2;MC1003
475;30/10/23;C1009;P101;4;MC1001
476;23/7/23;C1043;P109;8;MC1005
477;14/2/23;C1035;P109;10;MC1002
478;8/7/23;C1010;P120;2;MC1001
479;7/3/23;C1002;P115;3;MC1004
480;24/7/23;C1016;P120;3;MC1002
481;10/2/23;C1050;P111;5;MC1003
482;16/11/23;C1047;P106;2;MC1005
483;5/11/23;C1002;P118;8;MC1005
484;28/11/23;C1037;P103;2;MC1001
485;13/9/23;C1024;P103;8;MC1005
486;23/9/23;C1008;P111;8;MC1004
487;11/1/23;C1048;P119;2;MC1004
488;14/7/23;C1024;P103;9;MC1004
489;25/9/23;C1050;P105;3;MC1005
490;25/11/23;C1041;P106;7;MC1005
491;19/7/23;C1015;P112;2;MC1001
492;22/3/23;C1022;P101;2;MC1005
493;14/3/23;C1019;P120;3;MC1002
494;10/11/23;C1012;P112;6;MC1002
495;30/3/23;C1023;P117;6;MC1005
496;31/8/23;C1002;P114;3;MC1001
497;23/11/23;C1034;P104;4;MC1001
498;4/3/23;C1026;P109;7;MC1003
499;15/6/23;C1048;P118;9;MC1002
500;4/4/23;C1046;P117;4;MC1002
501;10/10/23;C1044;P102;1;MC1004
502;4/3/23;C1044;P117;6;MC1003
503;30/3/23;C1039;P117;10;MC1004
504;26/4/23;C1015;P111;3;MC1005
505;10/9/23;C1042;P110;6;MC1002
506;27/9/23;C1016;P101;3;MC1002
507;13/3/23;C1043;P105;5;MC1005
508;5/4/23;C1037;P112;10;MC1003
509;28/9/23;C1037;P110;4;MC1002
510;28/1/23;C1022;P107;2;MC1001
511;24/9/23;C1042;P111;9;MC1004
512;3/5/23;C1019;P103;1;MC1005
513;28/5/23;C1036;P110;5;MC1004
514;30/11/23;C1023;P101;7;MC1004
515;19/6/23;C1013;P108;7;MC1004
516;2/2/23;C1047;P109;6;MC1001
517;14/9/23;C1044;P119;8;MC1004
518;10/7/23;C1049;P114;7;MC1005
519;6/3/23;C1003;P118;5;MC1001
520;1/7/23;C1033;P114;6;MC1003
521;31/10/23;C1017;P119;7;MC1005
522;29/12/23;C1007;P112;5;MC1003
523;22/12/23;C1012;P116;9;MC1005
524;2/8/23;C1001;P106;2;MC1003
525;31/7/23;C1014;P111;1;MC1001
526;20/6/23;C1027;P114;4;MC1005
527;1/4/23;C1006;P112;1;MC1004
528;5/6/23;C1027;P120;5;MC1005
529;30/1/23;C1011;P113;1;MC1005
530;24/11/23;C1043;P106;8;MC1002
531;12/8/23;C1047;P116;10;MC1002
532;28/9/23;C1047;P108;4;MC1002
533;3/5/23;C1004;P115;10;MC1005
534;22/1/23;C1024;P105;2;MC1005
535;24/10/23;C1014;P102;3;MC1001
536;17/7/23;C1001;P113;6;MC1004
537;5/6/23;C1036;P115;8;MC1004
538;19/11/23;C1029;P113;2;MC1003
539;5/6/23;C1050;P114;10;MC1002
540;11/6/23;C1026;P106;6;MC1004
541;12/10/23;C1005;P113;3;MC1002
542;1/7/23;C1022;P107;10;MC1002
543;1/4/23;C1034;P118;4;MC1005
544;9/3/23;C1048;P101;2;MC1004
545;7/12/23;C1014;P108;7;MC1001
546;27/11/23;C1009;P101;4;MC1002
547;18/1/23;C1035;P113;8;MC1005
548;5/1/23;C1032;P104;7;MC1001
549;17/10/23;C1023;P115;5;MC1001
550;29/5/23;C1031;P113;7;MC1002
551;11/10/23;C1025;P119;6;MC1004
552;4/7/23;C1029;P106;2;MC1001
553;30/10/23;C1007;P102;10;MC1004
554;17/2/23;C1017;P105;9;MC1003
555;9/4/23;C1017;P106;9;MC1003
556;25/1/23;C1011;P110;8;MC1005
557;25/3/23;C1018;P104;2;MC1001
558;2/1/23;C1034;P116;1;MC1003
559;9/7/23;C1022;P115;9;MC1005
560;26/9/23;C1046;P107;10;MC1001
561;10/3/23;C1020;P106;4;MC1005
562;11/1/23;C1029;P115;5;MC1001
563;2/10/23;C1004;P102;4;MC1004
564;28/8/23;C1028;P118;9;MC1003
565;16/11/23;C1040;P113;2;MC1001
566;2/5/23;C1002;P107;4;MC1004
567;25/7/23;C1012;P106;9;MC1001
568;27/3/23;C1001;P106;2;MC1005
569;15/4/23;C1028;P113;1;MC1004
570;3/10/23;C1034;P107;6;MC1002
571;20/5/23;C1036;P119;9;MC1002
572;12/2/23;C1025;P106;8;MC1001
573;4/1/23;C1050;P116;10;MC1003
574;27/1/23;C1011;P113;8;MC1004
575;22/5/23;C1025;P108;8;MC1004
576;13/11/23;C1034;P110;9;MC1002
577;3/1/23;C1006;P118;1;MC1005
578;2/6/23;C1007;P104;1;MC1003
579;10/5/23;C1030;P114;7;MC1005
580;1/5/23;C1048;P113;10;MC1001
581;6/8/23;C1049;P107;3;MC1002
582;19/9/23;C1008;P112;9;MC1003
583;31/3/23;C1006;P117;2;MC1005
584;30/12/23;C1005;P110;7;MC1003
585;5/1/23;C1034;P116;8;MC1004
586;28/4/23;C1040;P112;9;MC1001
587;27/12/23;C1048;P115;3;MC1005
588;18/11/23;C1018;P113;1;MC1002
589;17/3/23;C1017;P105;6;MC1001
590;4/9/23;C1031;P103;4;MC1002
591;18/9/23;C1026;P116;6;MC1005
592;11/9/23;C1033;P115;5;MC1002
593;2/12/23;C1014;P119;2;MC1001
594;27/11/23;C1048;P117;4;MC1001
595;26/7/23;C1001;P114;2;MC1005
596;27/10/23;C1005;P118;4;MC1004
597;21/8/23;C1043;P116;10;MC1005
598;6/5/23;C1049;P117;9;MC1001
599;22/3/23;C1034;P107;6;MC1005
600;27/10/23;C1019;P102;2;MC1005
601;21/5/23;C1006;P107;1;MC1004
602;6/11/23;C1027;P120;8;MC1005
603;17/8/23;C1035;P112;2;MC1005
604;25/4/23;C1036;P102;9;MC1001
605;23/9/23;C1039;P118;6;MC1005
606;24/9/23;C1035;P111;2;MC1005
607;24/9/23;C1006;P116;5;MC1002
608;11/12/23;C1038;P102;9;MC1002
609;18/12/23;C1007;P120;3;MC1003
610;26/3/23;C1010;P120;10;MC1003
611;1/1/23;C1039;P120;5;MC1003
612;30/3/23;C1045;P102;8;MC1004
613;8/10/23;C1029;P109;7;MC1005
614;4/3/23;C1004;P102;7;MC1004
615;1/6/23;C1049;P115;9;MC1001
616;12/1/23;C1048;P112;3;MC1002
617;4/11/23;C1021;P106;9;MC1004
618;16/1/23;C1049;P101;5;MC1001
619;28/8/23;C1008;P111;7;MC1004
620;16/11/23;C1035;P118;5;MC1004
621;1/1/23;C1021;P110;7;MC1005
622;21/10/23;C1041;P104;5;MC1003
623;3/6/23;C1036;P102;7;MC1001
624;1/9/23;C1040;P111;8;MC1001
625;20/9/23;C1024;P114;1;MC1001
626;11/11/23;C1016;P116;7;MC1005
627;25/1/23;C1010;P102;7;MC1002
628;1/1/24;C1050;P109;4;MC1005
629;28/4/23;C1001;P116;2;MC1002
630;7/4/23;C1046;P120;7;MC1003
631;18/7/23;C1041;P113;6;MC1002
632;2/10/23;C1039;P120;4;MC1005
633;10/12/23;C1007;P106;3;MC1001
